10,13,20,35,36,-1,-1,-1,34,35,35,36,-1,-1,-1,-1,-1,-1,45,2,-1,-1,-1,-1,-1,26,9,10,10,10,11,-1,-1,-1,-1,26,27,36,-1,-1,-1,-1,-1,18,20,28,-1,-1,9
13,20,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,20,-1,-1,-1,-1,-1,0,23,10,10,10,11,-1,-1,-1,-1,34,35,-1,-1,-1,-1,-1,-1,26,28,36,-1,-1,9
11,28,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,28,-1,-1,-1,-1,0,23,10,10,10,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,36,-1,-1,-1,9
11,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,34,36,-1,-1,-1,-1,9,10,10,10,10,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,23,11,-1,-1,-1,-1,-1,-1,-1,-1,0,1,23,10,10,10,10,10,11,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,-1,-1,-1,-1,-1,-1,9
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,10,22,2,-1,-1,-1,-1,-1,-1,0,23,10,10,10,10,10,10,10,11,-1,-1,-1,-1,-1,-1,-1,18,14,10,11,-1,-1,-1,-1,-1,-1,9
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,14,10,10,11,-1,-1,-1,-1,-1,-1,9,10,10,10,10,10,10,10,10,11,-1,-1,-1,-1,-1,-1,-1,26,18,19,20,-1,-1,-1,-1,-1,-1,9
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,18,14,10,11,-1,-1,-1,-1,-1,-1,9,10,10,10,10,10,10,10,10,11,-1,-1,-1,-1,-1,-1,-1,34,26,27,28,-1,-1,-1,-1,-1,-1,9
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,26,9,10,11,-1,-1,-1,-1,-1,-1,9,10,10,10,10,10,10,10,10,22,1,1,2,-1,-1,-1,-1,-1,34,35,36,-1,-1,-1,-1,-1,-1,9
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,9,10,11,-1,-1,-1,-1,-1,-1,9,10,10,10,10,10,10,10,10,10,10,10,22,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,11,-1,-1,-1,-1,-1,-1,9,10,10,10,10,10,10,10,10,10,10,10,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9
22,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,22,2,-1,-1,-1,-1,-1,9,10,10,10,10,10,10,10,10,10,10,10,10,22,2,-1,-1,-1,0,1,1,1,1,1,1,1,1,23
10,22,1,1,1,1,1,2,-1,-1,0,1,23,10,10,22,1,1,2,-1,-1,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,-1,-1,-1,9,13,19,19,19,19,19,14,10,10
10,10,10,10,10,10,10,11,-1,-1,9,10,10,10,10,10,10,10,11,-1,-1,9,10,10,10,10,10,10,10,10,10,10,10,10,10,11,-1,-1,-1,9,11,27,27,27,27,27,18,19,14
10,10,10,10,10,10,10,11,-1,-1,9,10,10,10,10,10,10,10,11,-1,-1,18,19,14,10,10,10,13,19,19,19,19,19,19,19,20,-1,-1,0,50,20,35,35,35,35,35,26,27,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,13,20,-1,-1,26,27,9,10,10,10,11,27,27,27,27,27,27,27,27,-1,-1,9,11,28,-1,-1,-1,-1,-1,34,35,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,20,28,-1,-1,34,35,18,14,10,13,20,35,35,35,35,35,35,35,35,-1,-1,9,11,36,-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27,27,28,36,-1,-1,-1,-1,26,18,19,20,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,11,-1,-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,35,35,36,-1,-1,-1,-1,-1,34,26,27,28,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,11,-1,-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,35,36,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,9,11,-1,-1,-1,48,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,6,-1,-1,-1,4,31,23,11,-1,-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,20,28,-1,-1,-1,26,18,19,20,-1,-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,28,36,-1,-1,-1,34,26,27,28,-1,-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,36,-1,-1,-1,-1,-1,34,35,36,-1,-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,23
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,23,10
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,10,10,10
